global_piqa_prompted_ita_latn,multilingual
global_piqa_prompted_kat_geor,multilingual
global_piqa_prompted_lit_latn,multilingual
global_piqa_prompted_mkd_cyrl,multilingual
global_piqa_prompted_nld_latn,multilingual
global_piqa_prompted_nno_latn,multilingual
global_piqa_prompted_nob_latn,multilingual
global_piqa_prompted_pol_latn,multilingual
global_piqa_prompted_por_latn_port,multilingual
global_piqa_prompted_ron_latn,multilingual
global_piqa_prompted_slk_latn,multilingual
global_piqa_prompted_slv_latn,multilingual
global_piqa_prompted_spa_latn_spai,multilingual
global_piqa_prompted_srp_cyrl,multilingual
global_piqa_prompted_swe_latn,multilingual
global_piqa_prompted_tur_latn,multilingual
global_piqa_prompted_ukr_cyrl,multilingual
hellaswag,english
hellaswag_ca,multilingual
hellaswag_da,multilingual
hellaswag_de,multilingual
hellaswag_es,multilingual
hellaswag_eu,multilingual
hellaswag_fr,multilingual
hellaswag_hr,multilingual
hellaswag_hu,multilingual
hellaswag_it,multilingual
hellaswag_nl,multilingual
hellaswag_pt,multilingual
hellaswag_ro,multilingual
hellaswag_sk,multilingual
hellaswag_sr,multilingual
hellaswag_sv,multilingual
hellaswag_uk,multilingual
include_base_44_albanian,multilingual
include_base_44_basque,multilingual
include_base_44_bulgarian,multilingual
include_base_44_croatian,multilingual
include_base_44_dutch,multilingual
include_base_44_estonian,multilingual
include_base_44_finnish,multilingual
include_base_44_french,multilingual
include_base_44_georgian,multilingual
include_base_44_german,multilingual
include_base_44_greek,multilingual
include_base_44_hungarian,multilingual
include_base_44_italian,multilingual
include_base_44_lithuanian,multilingual
include_base_44_north macedonian,multilingual
include_base_44_polish,multilingual
include_base_44_portuguese,multilingual
include_base_44_serbian,multilingual
include_base_44_spanish,multilingual
include_base_44_turkish,multilingual
include_base_44_ukrainian,multilingual
jeopardy,english
lambada_openai,english
mgsm_native_cot_de,multilingual
mgsm_native_cot_en,english
mgsm_native_cot_es,multilingual
mgsm_native_cot_fr,multilingual
multiblimp_bul,multilingual
multiblimp_cat,multilingual
multiblimp_ces,multilingual
multiblimp_dan,multilingual
multiblimp_deu,multilingual
multiblimp_ell,multilingual
multiblimp_eng,english
multiblimp_est,multilingual
multiblimp_eus,multilingual
multiblimp_fin,multilingual
multiblimp_fra,multilingual
multiblimp_gle,multilingual
multiblimp_glg,multilingual
multiblimp_hbs,multilingual
multiblimp_hun,multilingual
multiblimp_isl,multilingual
multiblimp_ita,multilingual
multiblimp_kat,multilingual
multiblimp_lav,multilingual
multiblimp_lit,multilingual
multiblimp_mkd,multilingual
multiblimp_nld,multilingual
multiblimp_pol,multilingual
multiblimp_por,multilingual
multiblimp_ron,multilingual
multiblimp_slk,multilingual
multiblimp_slv,multilingual
multiblimp_spa,multilingual
multiblimp_sqi,multilingual
multiblimp_swe,multilingual
multiblimp_tur,multilingual
multiblimp_ukr,multilingual
openbookqa,english
opensubtitles_multi40_bg_to_en,multilingual
opensubtitles_multi40_cs_to_en,multilingual
opensubtitles_multi40_da_to_en,multilingual
opensubtitles_multi40_de_to_en,multilingual
opensubtitles_multi40_el_to_en,multilingual
opensubtitles_multi40_en_to_bg,multilingual
opensubtitles_multi40_en_to_cs,multilingual
opensubtitles_multi40_en_to_da,multilingual
opensubtitles_multi40_en_to_de,multilingual
opensubtitles_multi40_en_to_el,multilingual
opensubtitles_multi40_en_to_es,multilingual
opensubtitles_multi40_en_to_et,multilingual
opensubtitles_multi40_en_to_fi,multilingual
opensubtitles_multi40_en_to_fr,multilingual
opensubtitles_multi40_en_to_hr,multilingual
opensubtitles_multi40_en_to_hu,multilingual
opensubtitles_multi40_en_to_it,multilingual
opensubtitles_multi40_en_to_lt,multilingual
opensubtitles_multi40_en_to_lv,multilingual
opensubtitles_multi40_en_to_nl,multilingual
opensubtitles_multi40_en_to_no,multilingual
opensubtitles_multi40_en_to_pl,multilingual
opensubtitles_multi40_en_to_pt,multilingual
opensubtitles_multi40_en_to_ro,multilingual
opensubtitles_multi40_en_to_sk,multilingual
opensubtitles_multi40_en_to_sl,multilingual
opensubtitles_multi40_en_to_sr,multilingual
opensubtitles_multi40_en_to_sv,multilingual
opensubtitles_multi40_en_to_tr,multilingual
opensubtitles_multi40_en_to_uk,multilingual
opensubtitles_multi40_es_to_en,multilingual
opensubtitles_multi40_et_to_en,multilingual
opensubtitles_multi40_fi_to_en,multilingual
opensubtitles_multi40_fr_to_en,multilingual
opensubtitles_multi40_hr_to_en,multilingual
opensubtitles_multi40_hu_to_en,multilingual
opensubtitles_multi40_it_to_en,multilingual
opensubtitles_multi40_lt_to_en,multilingual
opensubtitles_multi40_lv_to_en,multilingual
opensubtitles_multi40_nl_to_en,multilingual
opensubtitles_multi40_no_to_en,multilingual
opensubtitles_multi40_pl_to_en,multilingual
opensubtitles_multi40_pt_to_en,multilingual
opensubtitles_multi40_ro_to_en,multilingual
opensubtitles_multi40_sk_to_en,multilingual
opensubtitles_multi40_sl_to_en,multilingual
opensubtitles_multi40_sr_to_en,multilingual
opensubtitles_multi40_sv_to_en,multilingual
opensubtitles_multi40_tr_to_en,multilingual
opensubtitles_multi40_uk_to_en,multilingual
piqa,english
polymath_de_high,reasoning
polymath_de_low,reasoning
polymath_de_medium,reasoning
polymath_de_top,reasoning
polymath_en_high,reasoning
polymath_en_low,reasoning
polymath_en_medium,reasoning
polymath_en_top,reasoning
polymath_es_high,reasoning
polymath_es_low,reasoning
polymath_es_medium,reasoning
polymath_es_top,reasoning
polymath_fr_high,reasoning
polymath_fr_low,reasoning
polymath_fr_medium,reasoning
polymath_fr_top,reasoning
polymath_it_high,reasoning
polymath_it_low,reasoning
polymath_it_medium,reasoning
polymath_it_top,reasoning
polymath_pt_high,reasoning
polymath_pt_low,reasoning
polymath_pt_medium,reasoning
polymath_pt_top,reasoning
sib200_als_Latn,multilingual
sib200_bos_Latn,multilingual
sib200_bul_Cyrl,multilingual
sib200_cat_Latn,multilingual
sib200_ces_Latn,multilingual
sib200_dan_Latn,multilingual
sib200_deu_Latn,multilingual
sib200_ell_Grek,multilingual
sib200_eng_Latn,english
sib200_est_Latn,multilingual
sib200_eus_Latn,multilingual
sib200_fin_Latn,multilingual
sib200_fra_Latn,multilingual
sib200_gle_Latn,multilingual
sib200_glg_Latn,multilingual
sib200_hrv_Latn,multilingual
sib200_hun_Latn,multilingual
sib200_isl_Latn,multilingual
sib200_ita_Latn,multilingual
sib200_kat_Geor,multilingual
sib200_lit_Latn,multilingual
sib200_lvs_Latn,multilingual
sib200_mkd_Cyrl,multilingual
sib200_mlt_Latn,multilingual
sib200_nld_Latn,multilingual
sib200_nob_Latn,multilingual
sib200_pol_Latn,multilingual
sib200_por_Latn,multilingual
sib200_ron_Latn,multilingual
sib200_slk_Latn,multilingual
sib200_slv_Latn,multilingual
sib200_spa_Latn,multilingual
sib200_srp_Cyrl,multilingual
sib200_swe_Latn,multilingual
sib200_tur_Latn,multilingual
sib200_ukr_Cyrl,multilingual
winogrande,english
xcsqa_deu_Latn,multilingual
xcsqa_eng_Latn,english
xcsqa_fra_Latn,multilingual
xcsqa_ita_Latn,multilingual
xcsqa_nld_Latn,multilingual
xcsqa_pol_Latn,multilingual
xcsqa_por_Latn,multilingual
xcsqa_spa_Latn,multilingual
